tmid_id,son,two,life,murder,love,daughter,wife,young,one,friend,famili,mother,new,becom,find,film,must
tt0113228,1.0,1.0,1.0,1.0,1.0,0.75239,1.0,1.0,0.75239,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.00133,0.00133,0.001,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,1.0,0.00133,0.00133,0.001,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,1.0,0.00128,0.00133,0.00133,0.001,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,1.0,0.00128,0.00114,0.00133,0.00133,0.001,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,1.0,0.00128,0.00114,0.00107,0.00133,0.00133,0.001,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,1.0,0.00128,0.00114,0.00107,0.00103,0.00133,0.00133,0.001,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,1.0,0.00128,0.00114,0.00107,0.00103,0.00103,0.00133,0.00133,0.001,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,1.0,0.00128,0.00114,0.00107,0.00103,0.00103,0.00133
tt0114319,1.0,1.0,1.0,1.0,1.0,0.75239,1.0,1.0,0.75239,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,0.77688,1.0
tt0112896,1.0,1.0,1.0,1.0,1.0,0.75239,1.0,1.0,0.75239,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00103,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00103,0.001,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00103,0.001,0.001,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00103,0.001,0.001,0.00129
tt0113987,1.0,1.0,1.0,1.0,1.0,0.75239,1.0,1.0,0.75239,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,0.77688,1.0
tt0112760,1.0,1.0,1.0,1.0,1.0,0.75239,0.001,0.001,0.00075,1.0,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.00075,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.00075,0.00096,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.00075,0.00096,0.00086,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.00075,0.00096,0.00086,0.0008,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.00075,0.00096,0.00086,0.0008,0.00078,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.00075,0.00096,0.00086,0.0008,0.00078,0.00078,0.001,0.001,0.00075,1.0,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.00075,0.00096,0.00086,0.0008,0.00078,0.00078,1.0
tt0112641,1.0,1.0,1.0,0.00133,0.00133,1.0,0.00133,0.00133,1.0,0.00133,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,0.001,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,0.001,0.00128,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,0.001,0.00128,0.00114,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,0.001,0.00128,0.00114,0.00107,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,0.001,0.00128,0.00114,0.00107,0.00103,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,0.001,0.00128,0.00114,0.00107,0.00103,0.00103,0.00133,0.00133,1.0,0.00133,0.00088,0.00133,0.00133,0.00114,0.00103,0.00128,0.001,0.00128,0.00114,0.00107,0.00103,0.00103,0.00133
tt0114388,1.0,0.001,1.0,0.001,1.0,0.00075,0.001,1.0,0.00075,0.001,0.001,1.0,0.00075,0.001,0.00067,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.00048,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.00048,0.00038,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.00048,0.00038,0.00048,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.00048,0.00038,0.00048,0.00043,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.00048,0.00038,0.00048,0.00043,0.0004,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.00048,0.00038,0.00048,0.00043,0.0004,0.00039,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.00048,0.00038,0.00048,0.00043,0.0004,0.00039,0.00039,0.0005,0.5,0.00038,0.0005,0.00033,1.0,0.5,0.00043,0.00039,0.00048,0.00038,0.00048,0.00043,0.0004,0.00039,0.00039,0.0005
tt0113101,1.0,1.0,1.0,1.0,1.0,0.75239,1.0,1.0,0.75239,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00103,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00103,0.001,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00103,0.001,0.001,0.00129,0.00129,0.00097,0.00129,0.00086,0.00129,0.00129,0.00111,1.0,0.00124,0.00097,0.00124,0.00111,0.00103,0.001,0.001,0.00129
tt0112722,1.0,1.0,1.0,1.0,1.0,0.75239,1.0,1.0,0.75239,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,0.77688,0.001,0.001,0.00075,0.001,0.00067,0.001,0.001,0.00086,0.00078,0.00096,0.00075,0.00096,0.00086,0.0008,0.00078,0.00078,1.0
tt0113627,1.0,1.0,1.0,1.0,1.0,0.75239,1.0,1.0,0.75239,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,0.77688,1.0,1.0,0.75239,1.0,0.66583,1.0,1.0,0.85949,0.77688,0.96058,0.75239,0.96058,0.85949,0.80278,0.77688,0.77688,1.0
